"percapita","temperature","taxa"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
"0.478180230293417","1","GAMM"
"0.507939727645382","1","GAMM"
"0.516683300411407","1","GAMM"
"0.482256256917217","1","GAMM"
"0.498400339264552","1","GAMM"
"0.469960989274497","1","GAMM"
"0.474221588373202","1","GAMM"
"0.446075160522394","1","GAMM"
"0.449144636804504","1","GAMM"
"0.447678773234365","1","GAMM"
"0.431007155015939","1","GAMM"
"0.440023558451651","1","GAMM"
"0.444256007531546","1","GAMM"
"0.448463126801346","1","GAMM"
"0.469652448672557","1","GAMM"
"0.46894144142253","1","GAMM"
"0.472392808115292","1","GAMM"
"0.475691074198606","1","GAMM"
"0.497540176052826","1","GAMM"
"0.490172024720584","1","GAMM"
"0.510270785224541","1","GAMM"
"0.524271648324556","1","GAMM"
"0.496886961123241","1","GAMM"
"0.535436347330416","1","GAMM"
"0.512545485504636","1","GAMM"
"0.512864720200932","1","GAMM"
